site,dec_date,yyyymmdd hhmmss,wind_dir,wind_spd,HCFC142B,HCFC142B_sd,datetime_utc,api_wind_spd,api_wind_dir
nwr,2024.583900,20240801 1700,150.000,1.000,21.300,0.010,2024-08-01 17:00:00+00:00,1.730,280.000
nwr,2024.616700,20240813 1706,225.000,7.000,20.730,0.020,2024-08-13 17:06:00+00:00,4.820,269.900
nwr,2024.633340,20240819 1915,225.000,8.000,20.790,0.070,2024-08-19 19:15:00+00:00,3.897,275.751
nwr,2024.655320,20240827 2018,225.000,7.000,20.960,0.080,2024-08-27 20:18:00+00:00,1.690,256.098
nwr,2024.673870,20240903 1515,210.000,7.000,21.180,0.030,2024-09-03 15:15:00+00:00,1.933,274.748
nwr,2024.731530,20240924 1748,300.000,5.000,21.630,0.010,2024-09-24 17:48:00+00:00,3.274,288.204
nwr,2024.750830,20241001 1920,200.000,15.000,21.080,0.000,2024-10-01 19:20:00+00:00,5.770,276.000
nwr,2024.769500,20241008 1518,250.000,6.000,20.910,0.050,2024-10-08 15:18:00+00:00,2.005,292.109
nwr,2024.789020,20241015 1846,270.000,3.000,21.020,0.030,2024-10-15 18:46:00+00:00,1.623,137.172
nwr,2024.807710,20241022 1455,240.000,14.000,21.030,0.120,2024-10-22 14:55:00+00:00,4.143,285.750
nwr,2024.827360,20241029 1930,220.000,12.000,20.840,0.010,2024-10-29 19:30:00+00:00,5.000,250.500
nwr,2024.846120,20241105 1619,150.000,26.000,21.170,0.020,2024-11-05 16:19:00+00:00,8.766,273.317
nwr,2024.890110,20241121 1845,275.000,13.000,21.100,0.010,2024-11-21 18:45:00+00:00,3.562,278.000
nwr,2024.903510,20241126 1628,250.000,6.000,21.080,0.050,2024-11-26 16:28:00+00:00,4.947,260.467
nwr,2024.922980,20241203 1925,280.000,6.000,21.050,0.060,2024-12-03 19:25:00+00:00,2.512,277.583
nwr,2024.941740,20241210 1613,275.000,20.000,21.270,0.050,2024-12-10 16:13:00+00:00,9.181,284.000
nwr,2024.960910,20241217 1636,200.000,5.000,21.100,0.040,2024-12-17 16:36:00+00:00,6.514,266.201
nwr,2024.977300,20241223 1637,250.000,8.000,21.050,0.160,2024-12-23 16:37:00+00:00,3.580,278.916
nwr,2025.037740,20250114 1835,270.000,7.000,21.160,0.030,2025-01-14 18:35:00+00:00,3.237,277.250
nwr,2025.057150,20250121 2036,280.000,27.000,21.100,0.000,2025-01-21 20:36:00+00:00,4.878,274.200
nwr,2025.075920,20250128 1703,275.000,4.000,20.890,0.030,2025-01-28 17:03:00+00:00,0.827,94.791
nwr,2025.095490,20250204 2029,260.000,15.000,20.800,0.000,2025-02-04 20:29:00+00:00,7.317,279.517
nwr,2025.114470,20250211 1845,250.000,9.000,21.070,0.080,2025-02-11 18:45:00+00:00,4.162,258.998
nwr,2025.133660,20250218 1852,275.000,16.000,21.050,0.030,2025-02-18 18:52:00+00:00,8.019,274.267
nwr,2025.152700,20250225 1739,250.000,4.000,20.910,0.020,2025-02-25 17:39:00+00:00,6.293,266.950
nwr,2025.172050,20250304 1908,300.000,15.000,20.980,0.070,2025-03-04 19:08:00+00:00,5.199,304.600
nwr,2025.180060,20250307 1717,270.000,12.000,21.130,0.030,2025-03-07 17:17:00+00:00,4.466,278.283
