site,dec_date,yyyymmdd hhmmss,wind_dir,wind_spd,HCFC142B,HCFC142B_sd,datetime_utc,api_wind_spd,api_wind_dir
alt,2003.69505,20030911 1640,217.0,7.6,15.36,0.02,2003-09-11 16:40:00+00:00,6.620000000000001,201.00000000000003
alt,2003.71416,20030918 1602,210.0,7.4,15.12,0.09,2003-09-18 16:02:00+00:00,2.533333333333333,188.99999999999997
alt,2003.73332,20030925 1552,238.0,5.9,15.26,0.2,2003-09-25 15:52:00+00:00,1.97,239.99999999999994
alt,2003.75519,20031003 1528,29.0,0.9,15.22,0.0,2003-10-03 15:28:00+00:00,2.8873333333333333,339.8666127270297
alt,2003.77208,20031009 1924,82.0,1.8,15.44,0.02,2003-10-09 19:24:00+00:00,2.928,305.1999341856766
alt,2003.79092,20031016 1629,153.0,5.0,15.67,0.01,2003-10-16 16:29:00+00:00,1.6291666666666664,236.10009138373448
alt,2003.82938,20031030 1722,195.0,2.0,15.83,0.09,2003-10-30 17:22:00+00:00,2.9956666666666667,224.6333364773715
alt,2003.8484,20031106 1557,346.0,2.5,15.79,0.05,2003-11-06 15:57:00+00:00,3.6225,208.04999782961508
alt,2003.8677,20031113 1704,257.0,1.4,15.41,0.02,2003-11-13 17:04:00+00:00,2.4386666666666668,304.6670088581319
alt,2003.90607,20031127 1711,339.0,0.6,16.08,0.15,2003-11-27 17:11:00+00:00,2.111,267.62726510627573
alt,2003.92529,20031204 1733,287.0,7.3,15.66,0.14,2003-12-04 17:33:00+00:00,7.670999999999999,214.10001005358149
alt,2003.94706,20031212 1614,191.0,5.4,15.7,0.03,2003-12-12 16:14:00+00:00,2.2776666666666667,218.69986919702896
alt,2003.96356,20031218 1649,189.0,0.4,15.76,0.11,2003-12-18 16:49:00+00:00,2.297,239.54987000301355
alt,2003.98576,20031226 1915,62.0,1.1,16.23,0.3,2003-12-26 19:15:00+00:00,4.4925,323.74987146750334
alt,2004.00454,20040102 1553,112.0,2.4,15.83,0.03,2004-01-02 15:53:00+00:00,4.186333333333334,316.0
alt,2004.02097,20040108 1612,64.0,1.0,15.9,0.06,2004-01-08 16:12:00+00:00,3.7220000000000004,316.4001316113217
alt,2004.04295,20040116 1714,235.0,0.9,15.71,0.12,2004-01-16 17:14:00+00:00,3.7189999999999994,334.7666715105443
alt,2004.07863,20040129 1840,94.0,3.2,15.98,0.08,2004-01-29 18:40:00+00:00,2.3233333333333333,285.9998984376572
alt,2004.11661,20040212 1618,22.0,2.1,15.77,0.03,2004-02-12 16:18:00+00:00,1.7759999999999998,289.29430781903034
alt,2004.1356,20040219 1507,217.0,1.1,15.73,0.02,2004-02-19 15:07:00+00:00,1.35,228.0
alt,2004.15491,20040226 1645,98.0,3.1,15.63,0.07,2004-02-26 16:45:00+00:00,2.5725,301.2499952402622
alt,2004.1739,20040304 1533,136.0,2.5,15.52,0.02,2004-03-04 15:33:00+00:00,2.001,274.95091825440966
alt,2004.19334,20040311 1817,139.0,14.0,15.63,0.04,2004-03-11 18:17:00+00:00,5.432,199.56663092552185
alt,2004.21511,20040319 1730,148.0,5.0,15.63,0.02,2004-03-19 17:30:00+00:00,3.715,197.0
alt,2004.23144,20040325 1700,2.1,9.0,15.56,0.08,2004-03-25 17:00:00+00:00,4.08,324.0
alt,2004.25044,20040401 1550,152.0,2.4,15.98,0.27,2004-04-01 15:50:00+00:00,1.0733333333333333,220.50012693552344
alt,2004.28595,20040414 1546,61.0,2.2,15.71,0.07,2004-04-14 15:46:00+00:00,2.2016666666666667,197.8339390718998
alt,2004.32431,20040428 1644,101.0,2.4,15.72,0.49,2004-04-28 16:44:00+00:00,2.23,5.266662033378286
alt,2004.36244,20040512 1543,194.0,1.8,15.93,0.03,2004-05-12 15:43:00+00:00,1.963666666666667,120.98179942148445
alt,2004.38428,20040520 1530,276.0,1.0,15.37,0.03,2004-05-20 15:30:00+00:00,2.55,19.5
alt,2004.40063,20040526 1508,290.0,3.7,15.58,0.07,2004-05-26 15:08:00+00:00,3.212,190.86667096894297
alt,2004.41971,20040602 1444,171.0,4.9,15.71,0.02,2004-06-02 14:44:00+00:00,1.5973333333333333,140.0
alt,2004.44214,20040610 1943,45.0,1.3,15.65,0.15,2004-06-10 19:43:00+00:00,1.5461666666666667,114.15012063956328
alt,2004.48277,20040625 1637,4.0,4.0,15.88,0.08,2004-06-25 16:37:00+00:00,5.823833333333333,354.6166694670629
alt,2004.49633,20040630 1546,346.0,1.0,15.93,0.03,2004-06-30 15:46:00+00:00,1.9453333333333334,31.833939071899806
alt,2004.53454,20040714 1524,183.0,6.5,15.72,0.14,2004-07-14 15:24:00+00:00,5.584,181.19993418567657
alt,2004.55635,20040722 1457,57.0,6.0,16.29,0.04,2004-07-22 14:57:00+00:00,1.282,119.35263554500997
alt,2004.57265,20040728 1409,185.0,8.3,16.0,0.1,2004-07-28 14:09:00+00:00,6.233,188.14999546877928
alt,2004.59428,20040805 1207,114.0,0.7,16.97,0.02,2004-08-05 12:07:00+00:00,1.4368333333333332,45.81529055987047
alt,2004.63062,20040818 1924,22.0,0.6,16.23,0.01,2004-08-18 19:24:00+00:00,2.222,70.99969516436516
alt,2004.65229,20040826 1744,250.0,8.5,16.58,0.03,2004-08-26 17:44:00+00:00,4.514,209.93362995504478
alt,2004.66847,20040901 1550,323.0,5.3,16.75,0.02,2004-09-01 15:50:00+00:00,2.4533333333333336,347.6667042752829
alt,2004.68755,20040908 1528,200.0,2.0,15.98,0.43,2004-09-08 15:28:00+00:00,0.794,16.86082483420837
alt,2004.7095,20040916 1614,120.0,3.3,15.85,0.0,2004-09-16 16:14:00+00:00,2.651666666666667,114.30013080297104
alt,2004.72612,20040922 1816,295.0,0.6,16.05,0.03,2004-09-22 18:16:00+00:00,0.9446666666666668,246.55670107288222
alt,2004.75022,20041001 1358,241.0,1.1,15.79,0.07,2004-10-01 13:58:00+00:00,2.2,239.99999999999994
alt,2004.76671,20041007 1449,331.0,2.5,16.15,0.05,2004-10-07 14:49:00+00:00,2.9323333333333332,320.7330251661581
alt,2004.78348,20041013 1807,334.0,2.1,15.99,0.03,2004-10-13 18:07:00+00:00,3.2486666666666664,303.8373460393276
alt,2004.80222,20041020 1441,253.0,0.9,16.39,0.11,2004-10-20 14:41:00+00:00,1.0126666666666666,264.63659714467286
